J,N_rem,alt_at_fault,attempts,eng,eta,ipopt_status,iters,kind,margin,outcome,part,pos_err,profile,rate_after_delay_deg,rate_deg,retry_status,status,success,t_contact_replan,t_f,t_f_frac,tau_d,tilt_after_delay_deg,tilt_deg,v_horiz,v_vert,violation,violation_val,wall
20986804882.337624,60,992.6243343634666,2,1,0.0027522165328264236,Infeasible_Problem_Detected,735,efficiency,inf,no_replan,D3,,derated,37.23096821692882,,Infeasible_Problem_Detected,infeasible,False,,1.455824130680412,0.03466247930191457,0.8578226990997792,16.24070434211436,,,,,,109.1863214969635
249463487.5537631,58,964.4666086770985,1,1,0.5246174670755863,Solve_Succeeded,198,efficiency,0.600902747221229,land,D3,1.1264236160194335e-05,derated,23.46641247759797,0.00015544461270806413,,solved,True,47.3018323761411,4.244719697255641,0.10106475469656287,0.0571126788854599,3.6042747003971485,0.0007029480275318442,3.402279784138278e-05,1.8027082416636873,,,33.97721529006958
nan,,129.34870393493597,,1,0.4716169396415353,,0,efficiency,inf,lost_in_delay,D3,,design,206.31162326776573,,,,False,,17.957827023696154,0.6906856547575444,1.0858697690069674,126.24067210769871,,,,tumble,1.719263527231381,0.0
72899039.54326694,27,78.36626070844015,2,1,0.8191535705700517,Infeasible_Problem_Detected,537,efficiency,inf,no_replan,D3,,design,6.757496071504073,,Infeasible_Problem_Detected,infeasible,False,,19.7076346995309,0.7579859499819577,0.10949251726269722,16.59304575618557,,,,,,19.248487949371338
nan,,779.8967737949303,,1,0.0682612219825387,,0,efficiency,inf,lost_in_delay,D3,,design,266.20336524577084,,,,False,,6.468266373965889,0.24877947592176497,1.1291320916265248,169.625977930608,,,,tumble,2.2183613770480903,0.0
7572594521.670176,48,550.7976931228363,2,1,0.7979290448129177,Infeasible_Problem_Detected,935,efficiency,inf,no_replan,D3,,derated,60.81956624352506,,Infeasible_Problem_Detected,infeasible,False,,13.381519271805882,0.31860760170966385,0.7082489859312773,60.32275896927711,,,,,,81.13911414146423
nan,,57.485966151290235,,1,0.3446713602170348,,0,efficiency,inf,lost_in_delay,D3,,design,193.22855243756985,,,,False,,20.590081060491503,0.7919261946342886,0.8192239478230476,93.74462638039013,,,,tumble,1.6102379369797488,0.0
14713021260.289352,32,296.9244870027374,2,1,0.6441989140585065,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,design,75.22020754660869,,Maximum_Iterations_Exceeded,infeasible,False,,13.88559386562556,0.53406130252406,0.6039941031485796,36.418225865409816,,,,,,42.44932222366333
34838564813.78584,35,469.61805623669983,2,1,0.26806878577917814,Infeasible_Problem_Detected,840,efficiency,inf,no_replan,D3,,design,62.29733471539463,,Maximum_Iterations_Exceeded,infeasible,False,,10.791744347289205,0.41506709028035405,0.21566507890820502,6.412801876856279,,,,,,46.325584411621094
nan,,36.39843847955511,,1,0.517299341969192,,0,efficiency,inf,lost_in_delay,D3,,design,164.26619490167167,,,,False,,21.667622055392712,0.8333700790535659,0.9455631371587514,92.06964962406538,,,,tumble,1.3688849575139306,0.0
46020220579.30912,37,609.5513033717411,2,1,0.5974424472078681,Infeasible_Problem_Detected,782,efficiency,inf,no_replan,D3,,design,50.84538040260444,,Infeasible_Problem_Detected,infeasible,False,,8.700551754701882,0.3346366059500724,0.34451111443340776,15.211155009991424,,,,,,37.781036138534546
87843183.8030855,30,211.80646558241074,2,1,0.9421929707750678,Infeasible_Problem_Detected,945,efficiency,inf,no_replan,D3,,design,9.063074668596668,,Maximum_Iterations_Exceeded,infeasible,False,,15.74872032245621,0.6057200124021619,0.44168208092451094,19.266716741110272,,,,,,39.37089490890503
nan,,394.8800460297468,,1,0.1459442274644971,,0,efficiency,inf,lost_in_delay,D3,,design,130.86653597661828,,,,False,,12.043112211301922,0.4631966235116124,0.407301127910614,29.08906236478072,,,,tumble,1.090554466471819,0.0
416935661.81033087,34,427.58600072246236,2,1,0.8013960318639874,Infeasible_Problem_Detected,356,efficiency,inf,no_replan,D3,,design,58.16436696651066,,Infeasible_Problem_Detected,infeasible,False,,11.48141040429473,0.4415927078574896,0.710696192085743,19.999350352830604,,,,,,16.492425680160522
366034358.43556786,46,999.7255327168101,1,1,0.3912299545481801,Solve_Succeeded,496,efficiency,0.60696366346118,land,D3,0.007535182109799032,design,27.95089524139217,0.25712144341165327,,solved,True,42.54548817398027,0.06091249259188771,0.0023427881766110658,0.48457568138837814,10.543493492725396,3.5637583337102514,0.06281029044990279,1.82089099038354,,,76.68479609489441
310585051.45459604,45,995.1749142299376,1,1,0.548148569650948,Solve_Succeeded,167,efficiency,0.6009752237215378,land,D3,0.0009809418283773456,design,33.12406299206996,0.002224610805199076,,solved,True,33.79741932386533,1.018833886925131,0.03918591872788965,0.7785854369401931,31.52459670853088,0.057125643213075845,0.0005310800034604955,1.8029256711646133,,,19.332643032073975
5127040179.913948,24,21.43005971757903,2,1,0.42226274590939283,Infeasible_Problem_Detected,510,efficiency,inf,no_replan,D3,,design,8.182359607778574,,Infeasible_Problem_Detected,infeasible,False,,22.64843357121572,0.8710935988929123,0.04103770069777966,15.305326512936734,,,,,,16.654728174209595
nan,,807.5288494303629,,1,0.3125408822670579,,0,efficiency,inf,lost_in_delay,D3,,design,140.64432891732523,,,,False,,6.124587002396583,0.23556103855371474,0.906554264947772,90.1328880708184,,,,tumble,1.1720360743110436,0.0
nan,,188.76471669378503,,1,0.09874519612640142,,0,efficiency,inf,lost_in_delay,D3,,design,242.14370524622228,,,,False,,16.31457383139059,0.6274836088996381,0.7464996367692948,103.03309911887811,,,,tumble,2.0178642103851856,0.0
71478766.07749589,39,731.6646549123828,1,1,0.9728585937991738,Solve_Succeeded,53,efficiency,0.6009148198565063,land,D3,0.0002734385888727531,design,10.212309273196674,0.00042858851816259214,,solved,True,25.289694996271283,7.05721022831276,0.27143116262741385,0.23248476795852183,25.93943949394854,0.01314614445303695,0.000160902117654168,1.8027444595695188,,,6.4730224609375
nan,,681.3244456630833,,1,0.43953224923461676,,0,efficiency,inf,lost_in_delay,D3,,design,125.97927124415237,,,,False,,7.719551792833954,0.2969058381859213,0.6376379046589136,37.599408058558076,,,,tumble,1.0498272603679364,0.0
7230759701.700161,41,887.5544458363873,2,1,0.7205580705776811,Infeasible_Problem_Detected,825,efficiency,inf,no_replan,D3,,design,8.756975744221545,,Maximum_Iterations_Exceeded,infeasible,False,,5.145665835961699,0.19791022446006534,0.0005239393562078476,38.69172163861121,,,,,,52.421565771102905
nan,,93.35091181669044,,1,0.22559928242117167,,0,efficiency,inf,lost_in_delay,D3,,design,279.7463019554492,,,,False,,19.145744446478783,0.7363747864030301,1.00376001521945,154.78495136188275,,,,tumble,2.331219182962077,0.0
21852673534.50246,30,238.19441863463086,2,1,0.7698749555274844,Infeasible_Problem_Detected,950,efficiency,inf,no_replan,D3,,design,96.12039210744581,,Maximum_Iterations_Exceeded,infeasible,False,,15.136885173432528,0.5821878912858665,1.1635988663882018,67.48103571147307,,,,,,35.761035442352295
26691039170.462624,32,264.95864608107,2,1,0.1772817326709628,Infeasible_Problem_Detected,598,efficiency,inf,no_replan,D3,,design,77.65560503300169,,Infeasible_Problem_Detected,infeasible,False,,14.549819890595971,0.5596084573306143,0.26845873855054375,26.22410123826157,,,,,,48.969801902770996
468859180.17508537,24,38.57356613702032,2,1,0.6886092638596892,Infeasible_Problem_Detected,476,efficiency,inf,no_replan,D3,,design,58.50402218792525,,Infeasible_Problem_Detected,infeasible,False,,21.543862530775368,0.8286100973375141,0.5237893939018249,30.202545054577687,,,,,,15.08409309387207
11951575346.80272,29,162.62352445841384,2,1,0.5656614759936929,Infeasible_Problem_Detected,838,efficiency,inf,no_replan,D3,,design,28.284714378211127,,Infeasible_Problem_Detected,infeasible,False,,17.000094075407834,0.6538497721310705,0.18221925124526023,19.511497643936774,,,,,,31.720912218093872
nan,,531.0854795899718,,1,0.6751244319602847,,0,efficiency,inf,lost_in_delay,D3,,design,137.15708142394215,,,,False,,9.83815132305026,0.3783904355019331,1.1225714318454265,60.27399892233404,,,,tumble,1.1429756785328513,0.0
309700292.42063,22,11.674733304453063,2,1,0.8967440696433187,Infeasible_Problem_Detected,506,efficiency,inf,no_replan,D3,,design,29.511495139957272,,Infeasible_Problem_Detected,infeasible,False,,23.503932331781833,0.9039973973762243,0.8314172778278589,26.15585150779479,,,,,,15.536306142807007
60962446302.602356,41,951.3907705061068,2,1,0.19528316613286734,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,design,52.59621674213216,,Infeasible_Problem_Detected,infeasible,False,,4.2882826149463655,0.16493394672870637,0.8696011740714311,66.89132207949592,,,,,,129.35330843925476
731906830.7253829,42,972.6436011658167,2,1,0.8497734284028411,Infeasible_Problem_Detected,628,efficiency,inf,no_replan,D3,,design,102.1246509601848,,Infeasible_Problem_Detected,infeasible,False,,3.7014057781547307,0.14236176069825887,0.5670913640409708,9.442426488113187,,,,,,53.44822549819946
14621104890.43262,33,347.2623175619115,2,1,0.29929994512349367,Infeasible_Problem_Detected,553,efficiency,inf,no_replan,D3,,design,79.75434372893204,,Infeasible_Problem_Detected,infeasible,False,,12.906484253145754,0.4964032405056059,0.30767783559858797,25.28694441383113,,,,,,32.16152477264404
2419711152.058375,44,990.1406064906771,2,1,0.022874551825225353,Maximum_Iterations_Exceeded,1000,efficiency,inf,no_replan,D3,,design,11.362925142345778,,Infeasible_Problem_Detected,infeasible,False,,1.8971344348974526,0.07296670903451741,0.14777367934584618,26.177607038225258,,,,,,148.4741632938385
